domain,class_label,length,sld_length,n_labels,digit_count,digit_ratio,alpha_count,alpha_ratio,hyphen_count,hyphen_ratio,vowel_count,vowel_ratio,consonant_count,consonant_ratio,unique_chars,unique_char_ratio,hex_char_ratio,char_entropy,bigram_entropy,trigram_entropy,longest_consonant_run,longest_digit_run,consec_consonant_ratio,consec_digit_ratio,repeated_char_ratio,gini_index,has_digits,starts_with_digit,digit_alpha_transitions,max_label_length,mean_label_length,std_label_length,tld_is_common,sld_digit_ratio,sld_entropy,subdomain_count,markov_log_likelihood,kl_div_from_benign,compression_ratio
zcvfiv.sk,conficker,9.0,6.0,2.0,0.0,0.0,8.0,1.0,0.0,0.0,1.0,0.125,7.0,0.875,7.0,0.875,0.25,2.75,2.807355,2.5849626,4.0,0.0,0.5,0.0,0.14285715,0.84375,0.0,0.0,0.0,6.0,4.0,2.0,0.0,0.0,2.251629,0.0,8.252857,2.1153874,2.0
hxrternb.co.il,conficker,14.0,8.0,3.0,0.0,0.0,12.0,1.0,0.0,0.0,3.0,0.25,9.0,0.75,11.0,0.9166667,0.25,3.4182959,3.4594316,3.321928,4.0,0.0,0.33333334,0.0,0.09090909,0.9027778,0.0,0.0,0.0,8.0,4.0,2.828427,0.0,0.0,2.75,0.0,6.6054544,0.8234258,1.6666666
eyyekrh.hu,conficker,10.0,7.0,2.0,0.0,0.0,9.0,1.0,0.0,0.0,3.0,0.33333334,6.0,0.6666667,6.0,0.6666667,0.22222222,2.5032582,3.0,2.807355,4.0,0.0,0.44444445,0.0,0.5,0.8148148,0.0,0.0,0.0,7.0,4.5,2.5,0.0,0.0,2.2359264,0.0,10.0,1.5964928,1.8888888
qotituojsukfvst.net,cryptolocker,19.0,15.0,2.0,0.0,0.0,18.0,1.0,0.0,0.0,6.0,0.33333334,12.0,0.6666667,12.0,0.6666667,0.11111111,3.3921473,4.087463,4.0,6.0,0.0,0.33333334,0.0,0.33333334,0.8888889,0.0,0.0,0.0,15.0,9.0,6.0,1.0,0.0,3.189898,0.0,7.0864706,0.9826717,1.4444444
nqnnntwbtccv.ru,cryptolocker,15.0,12.0,2.0,0.0,0.0,14.0,1.0,0.0,0.0,1.0,0.071428575,13.0,0.9285714,9.0,0.64285713,0.21428572,2.950212,3.5465937,3.5849626,13.0,0.0,0.9285714,0.0,0.33333334,0.8469388,0.0,0.0,0.0,12.0,7.0,5.0,1.0,0.0,2.5849626,0.0,9.43,1.4008546,1.5714285
papafvgvjwnyu.ru,cryptolocker,16.0,13.0,2.0,0.0,0.0,15.0,1.0,0.0,0.0,4.0,0.26666668,11.0,0.73333335,11.0,0.73333335,0.2,3.3735573,3.6644979,3.7004397,8.0,0.0,0.53333336,0.0,0.36363637,0.8977778,0.0,0.0,0.0,13.0,7.5,5.5,1.0,0.0,3.2389011,0.0,8.366428,1.3246738,1.5333333
xriekdpgijauj.com,cryptolocker,17.0,13.0,2.0,0.0,0.0,16.0,1.0,0.0,0.0,6.0,0.375,10.0,0.625,14.0,0.875,0.25,3.75,3.9068906,3.807355,4.0,0.0,0.25,0.0,0.14285715,0.921875,0.0,0.0,0.0,13.0,8.0,5.0,1.0,0.0,3.3927474,0.0,8.183333,0.9644646,1.5
njhbbdbtnriyvto.net,cryptolocker,19.0,15.0,2.0,0.0,0.0,18.0,1.0,0.0,0.0,3.0,0.16666667,15.0,0.8333333,12.0,0.6666667,0.2777778,3.3774438,4.087463,4.0,10.0,0.0,0.5555556,0.0,0.25,0.8888889,0.0,0.0,0.0,15.0,9.0,6.0,1.0,0.0,3.3232315,0.0,7.824706,0.98526216,1.4444444
thqffktqijke.biz,cryptolocker,16.0,12.0,2.0,0.0,0.0,15.0,1.0,0.0,0.0,3.0,0.2,12.0,0.8,10.0,0.6666667,0.26666668,3.240224,3.807355,3.7004397,8.0,0.0,0.53333336,0.0,0.5,0.8888889,0.0,0.0,0.0,12.0,7.5,4.5,1.0,0.0,2.9182959,0.0,8.952857,1.8242915,1.5333333
ghtnugpgxdre.co.uk,cryptolocker,18.0,12.0,3.0,0.0,0.0,16.0,1.0,0.0,0.0,4.0,0.25,12.0,0.75,13.0,0.8125,0.1875,3.5778196,3.9068906,3.807355,6.0,0.0,0.375,0.0,0.15384616,0.90625,0.0,0.0,0.0,12.0,5.3333335,4.714045,0.0,0.0,3.188722,0.0,8.0286665,0.9535578,1.5
cpkuunanoditydy.net,cryptolocker,19.0,15.0,2.0,0.0,0.0,18.0,1.0,0.0,0.0,6.0,0.33333334,12.0,0.6666667,12.0,0.6666667,0.2777778,3.4613202,4.087463,4.0,5.0,0.0,0.2777778,0.0,0.41666666,0.90123457,0.0,0.0,0.0,15.0,9.0,6.0,1.0,0.0,3.3735573,0.0,6.389412,0.74773633,1.4444444
fjthhljinhyeml.com,cryptolocker,18.0,14.0,2.0,0.0,0.0,17.0,1.0,0.0,0.0,3.0,0.1764706,14.0,0.8235294,12.0,0.7058824,0.1764706,3.4548223,4.0,3.9068906,7.0,0.0,0.4117647,0.0,0.33333334,0.899654,0.0,0.0,0.0,14.0,8.5,5.5,1.0,0.0,3.182006,0.0,7.68875,1.0649322,1.4705882
iemygbxjoaamorr.net,cryptolocker,19.0,15.0,2.0,0.0,0.0,18.0,1.0,0.0,0.0,7.0,0.3888889,11.0,0.6111111,13.0,0.7222222,0.2777778,3.6143694,4.087463,4.0,6.0,0.0,0.33333334,0.0,0.3846154,0.91358024,0.0,0.0,0.0,15.0,9.0,6.0,1.0,0.0,3.3735573,0.0,7.682353,0.7180078,1.4444444
jkvptvvqcwwc.co.uk,cryptolocker,18.0,12.0,3.0,0.0,0.0,16.0,1.0,0.0,0.0,2.0,0.125,14.0,0.875,10.0,0.625,0.1875,3.1556392,3.9068906,3.807355,13.0,0.0,0.8125,0.0,0.4,0.875,0.0,0.0,0.0,12.0,5.3333335,4.714045,0.0,0.0,2.8553886,0.0,9.010667,1.8257407,1.5
lxxmyhunfptbled.info,cryptolocker,20.0,15.0,2.0,0.0,0.0,19.0,1.0,0.0,0.0,4.0,0.21052632,15.0,0.7894737,15.0,0.7894737,0.2631579,3.826875,4.058814,4.087463,6.0,0.0,0.31578946,0.0,0.26666668,0.92520773,0.0,0.0,0.0,15.0,9.5,5.5,1.0,0.0,3.640224,0.0,7.287778,0.86758655,1.4210526
pydmfitudppme.org,cryptolocker,17.0,13.0,2.0,0.0,0.0,16.0,1.0,0.0,0.0,4.0,0.25,12.0,0.75,12.0,0.75,0.25,3.4528196,3.9068906,3.807355,5.0,0.0,0.3125,0.0,0.25,0.8984375,0.0,0.0,0.0,13.0,8.0,5.0,1.0,0.0,3.0269868,0.0,7.3433332,0.9408155,1.5
cdnwplioxonsf.net,cryptolocker,17.0,13.0,2.0,0.0,0.0,16.0,1.0,0.0,0.0,4.0,0.25,12.0,0.75,13.0,0.8125,0.25,3.5778196,3.9068906,3.807355,6.0,0.0,0.375,0.0,0.15384616,0.90625,0.0,0.0,0.0,13.0,8.0,5.0,1.0,0.0,3.3927474,0.0,6.6766667,0.71531063,1.5
fycyybsdnlyi.com,cryptolocker,16.0,12.0,2.0,0.0,0.0,15.0,1.0,0.0,0.0,2.0,0.13333334,13.0,0.8666667,11.0,0.73333335,0.33333334,3.240224,3.807355,3.7004397,11.0,0.0,0.73333335,0.0,0.18181819,0.8711111,0.0,0.0,0.0,12.0,7.5,4.5,1.0,0.0,2.9182959,0.0,7.6242857,1.2065111,1.5333333
ybiyncwbabjp.ru,cryptolocker,15.0,12.0,2.0,0.0,0.0,14.0,1.0,0.0,0.0,3.0,0.21428572,11.0,0.78571427,11.0,0.78571427,0.35714287,3.324863,3.7004397,3.5849626,5.0,0.0,0.35714287,0.0,0.18181819,0.8877551,0.0,0.0,0.0,12.0,7.0,5.0,1.0,0.0,3.0220551,0.0,8.092308,1.356936,1.5714285
xcfyephjohfsw.info,cryptolocker,18.0,13.0,2.0,0.0,0.0,17.0,1.0,0.0,0.0,4.0,0.23529412,13.0,0.7647059,13.0,0.7647059,0.29411766,3.5724695,4.0,3.9068906,4.0,0.0,0.23529412,0.0,0.23076923,0.90657437,0.0,0.0,0.0,13.0,8.5,4.5,1.0,0.0,3.3927474,0.0,8.75375,1.125817,1.4705882
tkpsffcplxhr.net,cryptolocker,16.0,12.0,2.0,0.0,0.0,15.0,1.0,0.0,0.0,1.0,0.06666667,14.0,0.93333334,12.0,0.8,0.26666668,3.5068905,3.807355,3.7004397,13.0,0.0,0.8666667,0.0,0.25,0.9066667,0.0,0.0,0.0,12.0,7.5,4.5,1.0,0.0,3.251629,0.0,8.575,1.0089856,1.5333333
virklivtbucf.net,cryptolocker,16.0,12.0,2.0,0.0,0.0,15.0,1.0,0.0,0.0,4.0,0.26666668,11.0,0.73333335,12.0,0.8,0.26666668,3.5068905,3.807355,3.7004397,3.0,0.0,0.2,0.0,0.25,0.9066667,0.0,0.0,0.0,12.0,7.5,4.5,1.0,0.0,3.251629,0.0,7.2385716,0.92695564,1.5333333
jsupcuqbiulk.biz,cryptolocker,16.0,12.0,2.0,0.0,0.0,15.0,1.0,0.0,0.0,5.0,0.33333334,10.0,0.6666667,11.0,0.73333335,0.2,3.3232315,3.6644979,3.7004397,3.0,0.0,0.2,0.0,0.27272728,0.8888889,0.0,0.0,0.0,12.0,7.5,4.5,1.0,0.0,3.188722,0.0,8.775714,1.5931852,1.5333333
qwcoaielicxd.org,cryptolocker,16.0,12.0,2.0,0.0,0.0,15.0,1.0,0.0,0.0,6.0,0.4,9.0,0.6,12.0,0.8,0.33333334,3.5068905,3.807355,3.7004397,3.0,0.0,0.2,0.0,0.25,0.9066667,0.0,0.0,0.0,12.0,7.5,4.5,1.0,0.0,3.251629,0.0,7.0057144,0.95687705,1.5333333
ngtqayyeauvgcuf.info,cryptolocker,20.0,15.0,2.0,0.0,0.0,19.0,1.0,0.0,0.0,7.0,0.36842105,12.0,0.6315789,13.0,0.68421054,0.31578946,3.6163485,4.169925,4.087463,4.0,0.0,0.21052632,0.0,0.46153846,0.9141274,0.0,0.0,0.0,15.0,9.5,5.5,1.0,0.0,3.3735573,0.0,7.986111,0.93735033,1.4210526
clbptsnowjbae.info,cryptolocker,18.0,13.0,2.0,0.0,0.0,17.0,1.0,0.0,0.0,5.0,0.29411766,12.0,0.7058824,14.0,0.8235294,0.3529412,3.7345216,4.0,3.9068906,7.0,0.0,0.4117647,0.0,0.21428572,0.9204152,0.0,0.0,0.0,13.0,8.5,4.5,1.0,0.0,3.5465937,0.0,7.59875,0.69569284,1.4705882
hsefkworjbhpuwc.net,cryptolocker,19.0,15.0,2.0,0.0,0.0,18.0,1.0,0.0,0.0,4.0,0.22222222,14.0,0.7777778,15.0,0.8333333,0.2777778,3.8365917,4.087463,4.0,5.0,0.0,0.2777778,0.0,0.2,0.9259259,0.0,0.0,0.0,15.0,9.0,6.0,1.0,0.0,3.640224,0.0,7.630588,0.7735654,1.4444444
cqyewnfpgqmbc.biz,cryptolocker,17.0,13.0,2.0,0.0,0.0,16.0,1.0,0.0,0.0,2.0,0.125,14.0,0.875,13.0,0.8125,0.375,3.625,3.9068906,3.807355,10.0,0.0,0.625,0.0,0.23076923,0.9140625,0.0,0.0,0.0,13.0,8.0,5.0,1.0,0.0,3.3927474,0.0,9.605333,1.5056499,1.5
lirdfcvscqcyn.com,cryptolocker,17.0,13.0,2.0,0.0,0.0,16.0,1.0,0.0,0.0,2.0,0.125,14.0,0.875,13.0,0.8125,0.375,3.5,3.9068906,3.807355,12.0,0.0,0.75,0.0,0.07692308,0.890625,0.0,0.0,0.0,13.0,8.0,5.0,1.0,0.0,3.3346791,0.0,8.24,1.0699202,1.5
lmqocgxdkcygimf.info,cryptolocker,20.0,15.0,2.0,0.0,0.0,19.0,1.0,0.0,0.0,4.0,0.21052632,15.0,0.7894737,13.0,0.68421054,0.2631579,3.6163485,4.169925,4.087463,8.0,0.0,0.42105263,0.0,0.46153846,0.9141274,0.0,0.0,0.0,15.0,9.5,5.5,1.0,0.0,3.5068905,0.0,7.595,1.1458876,1.4210526
kiotahdradre.net,cryptolocker,16.0,12.0,2.0,0.0,0.0,15.0,1.0,0.0,0.0,6.0,0.4,9.0,0.6,10.0,0.6666667,0.4,3.240224,3.6644979,3.7004397,3.0,0.0,0.2,0.0,0.5,0.8888889,0.0,0.0,0.0,12.0,7.5,4.5,1.0,0.0,3.0849626,0.0,5.350714,0.62459546,1.5333333
fcrylibpixufg.com,cryptolocker,17.0,13.0,2.0,0.0,0.0,16.0,1.0,0.0,0.0,4.0,0.25,12.0,0.75,13.0,0.8125,0.3125,3.625,3.9068906,3.807355,5.0,0.0,0.3125,0.0,0.23076923,0.9140625,0.0,0.0,0.0,13.0,8.0,5.0,1.0,0.0,3.3927474,0.0,7.4346666,1.0729874,1.5
dymkmaelnwdyg.net,cryptolocker,17.0,13.0,2.0,0.0,0.0,16.0,1.0,0.0,0.0,3.0,0.1875,13.0,0.8125,11.0,0.6875,0.3125,3.375,3.7735572,3.807355,7.0,0.0,0.4375,0.0,0.45454547,0.8984375,0.0,0.0,0.0,13.0,8.0,5.0,1.0,0.0,3.2389011,0.0,8.172667,0.9053922,1.5
vxltqpiukkckdyy.biz,cryptolocker,19.0,15.0,2.0,0.0,0.0,18.0,1.0,0.0,0.0,3.0,0.16666667,15.0,0.8333333,14.0,0.7777778,0.16666667,3.6835423,4.087463,4.0,8.0,0.0,0.44444445,0.0,0.21428572,0.91358024,0.0,0.0,0.0,15.0,9.0,6.0,1.0,0.0,3.4565647,0.0,8.985294,1.4435725,1.4444444
tocbghfwkilmpi.info,cryptolocker,19.0,14.0,2.0,0.0,0.0,18.0,1.0,0.0,0.0,5.0,0.2777778,13.0,0.7222222,14.0,0.7777778,0.22222222,3.6835423,4.087463,4.0,7.0,0.0,0.3888889,0.0,0.21428572,0.91358024,0.0,0.0,0.0,14.0,9.0,5.0,1.0,0.0,3.6644979,0.0,7.2770586,0.8390032,1.4444444
fifeblevkspdu.ru,cryptolocker,16.0,13.0,2.0,0.0,0.0,15.0,1.0,0.0,0.0,5.0,0.33333334,10.0,0.6666667,12.0,0.8,0.4,3.5068905,3.807355,3.7004397,5.0,0.0,0.33333334,0.0,0.25,0.9066667,0.0,0.0,0.0,13.0,7.5,5.5,1.0,0.0,3.3927474,0.0,6.9721427,0.9798091,1.5333333
ygxbgnoasjvv.co.uk,cryptolocker,18.0,12.0,3.0,0.0,0.0,16.0,1.0,0.0,0.0,4.0,0.25,12.0,0.75,13.0,0.8125,0.1875,3.625,3.9068906,3.807355,6.0,0.0,0.375,0.0,0.23076923,0.9140625,0.0,0.0,0.0,12.0,5.3333335,4.714045,0.0,0.0,3.251629,0.0,8.124666,1.2037661,1.5
hhpvbowutwivk.com,cryptolocker,17.0,13.0,2.0,0.0,0.0,16.0,1.0,0.0,0.0,4.0,0.25,12.0,0.75,12.0,0.75,0.125,3.5,3.9068906,3.807355,5.0,0.0,0.3125,0.0,0.33333334,0.90625,0.0,0.0,0.0,13.0,8.0,5.0,1.0,0.0,3.2389011,0.0,8.284,1.1613115,1.5
epeipegpwtgdgq.biz,cryptolocker,18.0,14.0,2.0,0.0,0.0,17.0,1.0,0.0,0.0,5.0,0.29411766,12.0,0.7058824,10.0,0.5882353,0.29411766,3.130718,3.875,3.9068906,9.0,0.0,0.5294118,0.0,0.4,0.8719723,0.0,0.0,0.0,14.0,8.5,5.5,1.0,0.0,2.7884505,0.0,8.1925,1.4240952,1.4705882
nkyqfcqhkycd.ru,cryptolocker,15.0,12.0,2.0,0.0,0.0,14.0,1.0,0.0,0.0,1.0,0.071428575,13.0,0.9285714,10.0,0.71428573,0.2857143,3.2359264,3.5465937,3.5849626,13.0,0.0,0.9285714,0.0,0.4,0.8877551,0.0,0.0,0.0,12.0,7.0,5.0,1.0,0.0,2.9182959,0.0,10.0,1.7153847,1.5714285
clhlhcrhoogc.co.uk,cryptolocker,18.0,12.0,3.0,0.0,0.0,16.0,1.0,0.0,0.0,4.0,0.25,12.0,0.75,8.0,0.5,0.25,2.7806392,3.7735572,3.807355,8.0,0.0,0.5,0.0,0.5,0.8359375,0.0,0.0,0.0,12.0,5.3333335,4.714045,0.0,0.0,2.459148,0.0,7.8433332,1.3603458,1.5
fcftymouhjvq.org,cryptolocker,16.0,12.0,2.0,0.0,0.0,15.0,1.0,0.0,0.0,3.0,0.2,12.0,0.8,13.0,0.8666667,0.2,3.640224,3.807355,3.7004397,6.0,0.0,0.4,0.0,0.15384616,0.91555554,0.0,0.0,0.0,12.0,7.5,4.5,1.0,0.0,3.4182959,0.0,8.017143,1.2328103,1.5333333
pvpwrfkpkboo.info,cryptolocker,17.0,12.0,2.0,0.0,0.0,16.0,1.0,0.0,0.0,4.0,0.25,12.0,0.75,10.0,0.625,0.1875,3.1556392,3.9068906,3.807355,10.0,0.0,0.625,0.0,0.4,0.875,0.0,0.0,0.0,12.0,8.0,4.0,1.0,0.0,2.8553886,0.0,9.013333,1.3869073,1.5
axkwadhcvsiuupl.biz,cryptolocker,19.0,15.0,2.0,0.0,0.0,18.0,1.0,0.0,0.0,6.0,0.33333334,12.0,0.6666667,15.0,0.8333333,0.2777778,3.8365917,4.087463,4.0,5.0,0.0,0.2777778,0.0,0.2,0.9259259,0.0,0.0,0.0,15.0,9.0,6.0,1.0,0.0,3.640224,0.0,8.461177,0.97269607,1.4444444
bflmbijhxnqypfn.org,cryptolocker,19.0,15.0,2.0,0.0,0.0,18.0,1.0,0.0,0.0,2.0,0.11111111,16.0,0.8888889,15.0,0.8333333,0.22222222,3.8365917,4.087463,4.0,9.0,0.0,0.5,0.0,0.2,0.9259259,0.0,0.0,0.0,15.0,9.0,6.0,1.0,0.0,3.5068905,0.0,8.85,1.1557144,1.4444444
yharnktxvbia.info,cryptolocker,17.0,12.0,2.0,0.0,0.0,16.0,1.0,0.0,0.0,5.0,0.3125,11.0,0.6875,13.0,0.8125,0.25,3.625,3.9068906,3.807355,7.0,0.0,0.4375,0.0,0.23076923,0.9140625,0.0,0.0,0.0,12.0,8.0,4.0,1.0,0.0,3.4182959,0.0,7.2633333,0.8737349,1.5
acxjbukrwhtps.org,cryptolocker,17.0,13.0,2.0,0.0,0.0,16.0,1.0,0.0,0.0,3.0,0.1875,13.0,0.8125,15.0,0.9375,0.1875,3.875,3.9068906,3.807355,7.0,0.0,0.4375,0.0,0.06666667,0.9296875,0.0,0.0,0.0,13.0,8.0,5.0,1.0,0.0,3.7004397,0.0,8.202,0.8795298,1.5
pmsfyviipmrnf.ru,cryptolocker,16.0,13.0,2.0,0.0,0.0,15.0,1.0,0.0,0.0,3.0,0.2,12.0,0.8,10.0,0.6666667,0.13333334,3.240224,3.6644979,3.7004397,6.0,0.0,0.4,0.0,0.5,0.8888889,0.0,0.0,0.0,13.0,7.5,5.5,1.0,0.0,3.085055,0.0,8.818571,1.169336,1.5333333
jgfgmuauxlvxa.co.uk,cryptolocker,19.0,13.0,3.0,0.0,0.0,17.0,1.0,0.0,0.0,6.0,0.3529412,11.0,0.64705884,12.0,0.7058824,0.23529412,3.4548223,4.0,3.9068906,5.0,0.0,0.29411766,0.0,0.33333334,0.899654,0.0,0.0,0.0,13.0,5.6666665,5.1854496,0.0,0.0,3.085055,0.0,8.655,1.3890646,1.4705882
jeymvbpbqwlbqen.com,cryptolocker,19.0,15.0,2.0,0.0,0.0,18.0,1.0,0.0,0.0,3.0,0.16666667,15.0,0.8333333,13.0,0.7222222,0.33333334,3.5724313,3.9698157,4.0,11.0,0.0,0.6111111,0.0,0.30769232,0.9074074,0.0,0.0,0.0,15.0,9.0,6.0,1.0,0.0,3.3232315,0.0,8.707059,1.3887094,1.4444444
ijjvuhublamo.org,cryptolocker,16.0,12.0,2.0,0.0,0.0,15.0,1.0,0.0,0.0,6.0,0.4,9.0,0.6,12.0,0.8,0.13333334,3.5068905,3.807355,3.7004397,3.0,0.0,0.2,0.0,0.25,0.9066667,0.0,0.0,0.0,12.0,7.5,4.5,1.0,0.0,3.251629,0.0,7.725,1.0971751,1.5333333
vnbuxujkkbuyjxo.com,cryptolocker,19.0,15.0,2.0,0.0,0.0,18.0,1.0,0.0,0.0,5.0,0.2777778,13.0,0.7222222,11.0,0.6111111,0.16666667,3.350209,3.9698157,4.0,4.0,0.0,0.22222222,0.0,0.54545456,0.89506173,0.0,0.0,0.0,15.0,9.0,6.0,1.0,0.0,3.0565648,0.0,8.161765,1.6662319,1.4444444
rgicsljqqhtqejv.biz,cryptolocker,19.0,15.0,2.0,0.0,0.0,18.0,1.0,0.0,0.0,3.0,0.16666667,15.0,0.8333333,14.0,0.7777778,0.16666667,3.6835423,4.087463,4.0,9.0,0.0,0.5,0.0,0.21428572,0.91358024,0.0,0.0,0.0,15.0,9.0,6.0,1.0,0.0,3.4565647,0.0,8.867647,1.4814049,1.4444444
uasvrjaltljepg.com,cryptolocker,18.0,14.0,2.0,0.0,0.0,17.0,1.0,0.0,0.0,5.0,0.29411766,12.0,0.7058824,14.0,0.8235294,0.23529412,3.7345216,4.0,3.9068906,4.0,0.0,0.23529412,0.0,0.21428572,0.9204152,0.0,0.0,0.0,14.0,8.5,5.5,1.0,0.0,3.3787835,0.0,7.554375,0.75470525,1.4705882
hvenqarxamjf.org,cryptolocker,16.0,12.0,2.0,0.0,0.0,15.0,1.0,0.0,0.0,4.0,0.26666668,11.0,0.73333335,13.0,0.8666667,0.26666668,3.640224,3.807355,3.7004397,3.0,0.0,0.2,0.0,0.15384616,0.91555554,0.0,0.0,0.0,12.0,7.5,4.5,1.0,0.0,3.4182959,0.0,7.053571,1.0913584,1.5333333
llmacbkfrbyo.org,cryptolocker,16.0,12.0,2.0,0.0,0.0,15.0,1.0,0.0,0.0,3.0,0.2,12.0,0.8,11.0,0.73333335,0.33333334,3.3735573,3.807355,3.7004397,7.0,0.0,0.46666667,0.0,0.36363637,0.8977778,0.0,0.0,0.0,12.0,7.5,4.5,1.0,0.0,3.251629,0.0,8.067857,1.0591676,1.5333333
dsvrkgqtyckoay.biz,cryptolocker,18.0,14.0,2.0,0.0,0.0,17.0,1.0,0.0,0.0,3.0,0.1764706,14.0,0.8235294,15.0,0.88235295,0.23529412,3.8521688,4.0,3.9068906,11.0,0.0,0.64705884,0.0,0.13333334,0.9273356,0.0,0.0,0.0,14.0,8.5,5.5,1.0,0.0,3.5216405,0.0,9.253125,1.0637393,1.4705882
kleajrftbkyvgwc.org,cryptolocker,19.0,15.0,2.0,0.0,0.0,18.0,1.0,0.0,0.0,3.0,0.16666667,15.0,0.8333333,15.0,0.8333333,0.2777778,3.8365917,4.087463,4.0,11.0,0.0,0.6111111,0.0,0.2,0.9259259,0.0,0.0,0.0,15.0,9.0,6.0,1.0,0.0,3.7735572,0.0,8.195883,0.9163876,1.4444444
toosukrgcbkb.org,cryptolocker,16.0,12.0,2.0,0.0,0.0,15.0,1.0,0.0,0.0,4.0,0.26666668,11.0,0.73333335,9.0,0.6,0.2,3.0565648,3.6644979,3.7004397,7.0,0.0,0.46666667,0.0,0.5555556,0.8711111,0.0,0.0,0.0,12.0,7.5,4.5,1.0,0.0,3.0849626,0.0,8.869286,1.2192615,1.5333333
aeiisfxfjggxbi.info,cryptolocker,19.0,14.0,2.0,0.0,0.0,18.0,1.0,0.0,0.0,7.0,0.3888889,11.0,0.6111111,11.0,0.6111111,0.33333334,3.2390978,3.9698157,4.0,9.0,0.0,0.5,0.0,0.36363637,0.8765432,0.0,0.0,0.0,14.0,9.0,5.0,1.0,0.0,3.0391486,0.0,8.331177,1.3276342,1.4444444
lvtbwfcehtykup.org,cryptolocker,18.0,14.0,2.0,0.0,0.0,17.0,1.0,0.0,0.0,3.0,0.1764706,14.0,0.8235294,16.0,0.9411765,0.23529412,3.9698157,4.0,3.9068906,7.0,0.0,0.4117647,0.0,0.0625,0.9342561,0.0,0.0,0.0,14.0,8.5,5.5,1.0,0.0,3.6644979,0.0,8.283125,0.7322328,1.4705882
vqlkvlvpmyqyqt.org,cryptolocker,18.0,14.0,2.0,0.0,0.0,17.0,1.0,0.0,0.0,1.0,0.05882353,16.0,0.9411765,11.0,0.64705884,0.0,3.2927701,3.875,3.9068906,14.0,0.0,0.8235294,0.0,0.36363637,0.8858132,0.0,0.0,0.0,14.0,8.5,5.5,1.0,0.0,2.842371,0.0,9.010625,1.7583722,1.4705882
vemqmrvwylpqipw.biz,cryptolocker,19.0,15.0,2.0,0.0,0.0,18.0,1.0,0.0,0.0,3.0,0.16666667,15.0,0.8333333,12.0,0.6666667,0.11111111,3.5032582,4.087463,4.0,10.0,0.0,0.5555556,0.0,0.5,0.9074074,0.0,0.0,0.0,15.0,9.0,6.0,1.0,0.0,3.240224,0.0,8.661177,1.5251168,1.4444444
ifsmxeodinfuhce.org,cryptolocker,19.0,15.0,2.0,0.0,0.0,18.0,1.0,0.0,0.0,7.0,0.3888889,11.0,0.6111111,14.0,0.7777778,0.33333334,3.7254806,3.9698157,4.0,4.0,0.0,0.22222222,0.0,0.2857143,0.9197531,0.0,0.0,0.0,15.0,9.0,6.0,1.0,0.0,3.5068905,0.0,7.6170588,0.65654254,1.4444444
vjxaourerhqomyh.net,cryptolocker,19.0,15.0,2.0,0.0,0.0,18.0,1.0,0.0,0.0,6.0,0.33333334,12.0,0.6666667,14.0,0.7777778,0.16666667,3.7254806,4.087463,4.0,4.0,0.0,0.22222222,0.0,0.2857143,0.9197531,0.0,0.0,0.0,15.0,9.0,6.0,1.0,0.0,3.5068905,0.0,7.0605884,0.8716469,1.4444444
vukwlglpgablf.ru,cryptolocker,16.0,13.0,2.0,0.0,0.0,15.0,1.0,0.0,0.0,3.0,0.2,12.0,0.8,11.0,0.73333335,0.2,3.3232315,3.807355,3.7004397,7.0,0.0,0.46666667,0.0,0.27272728,0.8888889,0.0,0.0,0.0,13.0,7.5,5.5,1.0,0.0,3.180833,0.0,8.416429,1.2797289,1.5333333
gbejiqipucveq.ru,cryptolocker,16.0,13.0,2.0,0.0,0.0,15.0,1.0,0.0,0.0,6.0,0.4,9.0,0.6,11.0,0.73333335,0.26666668,3.3735573,3.807355,3.7004397,2.0,0.0,0.13333334,0.0,0.36363637,0.8977778,0.0,0.0,0.0,13.0,7.5,5.5,1.0,0.0,3.2389011,0.0,8.415,1.4347935,1.5333333
mwtjbrdnxikmlec.org,cryptolocker,19.0,15.0,2.0,0.0,0.0,18.0,1.0,0.0,0.0,3.0,0.16666667,15.0,0.8333333,16.0,0.8888889,0.22222222,3.947703,4.087463,4.0,9.0,0.0,0.5,0.0,0.125,0.93209875,0.0,0.0,0.0,15.0,9.0,6.0,1.0,0.0,3.7735572,0.0,7.9758825,0.7295061,1.4444444
yqtcplcnabfejq.com,cryptolocker,18.0,14.0,2.0,0.0,0.0,17.0,1.0,0.0,0.0,3.0,0.1764706,14.0,0.8235294,14.0,0.8235294,0.4117647,3.6901164,4.0,3.9068906,8.0,0.0,0.47058824,0.0,0.14285715,0.9134948,0.0,0.0,0.0,14.0,8.5,5.5,1.0,0.0,3.5216405,0.0,7.948125,1.1599061,1.4705882
giewrxexnlwklx.net,cryptolocker,18.0,14.0,2.0,0.0,0.0,17.0,1.0,0.0,0.0,4.0,0.23529412,13.0,0.7647059,10.0,0.5882353,0.1764706,3.1751232,3.875,3.9068906,8.0,0.0,0.47058824,0.0,0.5,0.8788927,0.0,0.0,0.0,14.0,8.5,5.5,1.0,0.0,3.0391486,0.0,8.380625,1.2741762,1.4705882
