domain,class_label,length,sld_length,n_labels,digit_count,digit_ratio,alpha_count,alpha_ratio,hyphen_count,hyphen_ratio,vowel_count,vowel_ratio,consonant_count,consonant_ratio,unique_chars,unique_char_ratio,hex_char_ratio,char_entropy,bigram_entropy,trigram_entropy,longest_consonant_run,longest_digit_run,consec_consonant_ratio,consec_digit_ratio,repeated_char_ratio,gini_index,has_digits,starts_with_digit,digit_alpha_transitions,max_label_length,mean_label_length,std_label_length,tld_is_common,sld_digit_ratio,sld_entropy,subdomain_count,markov_log_likelihood,kl_div_from_benign,compression_ratio
fbpgybird.sx,necurs,12.0,9.0,2.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,0.09090909,10.0,0.90909094,10.0,0.90909094,0.36363637,3.2776134,3.321928,3.169925,6.0,0.0,0.54545456,0.0,0.1,0.892562,0.0,0.0,0.0,9.0,5.5,3.5,0.0,0.0,2.947703,0.0,9.408,1.4586488,1.7272727
udjqrsyhplhyo.sh,necurs,16.0,13.0,2.0,0.0,0.0,15.0,1.0,0.0,0.0,2.0,0.13333334,13.0,0.8666667,11.0,0.73333335,0.06666667,3.3232315,3.807355,3.7004397,11.0,0.0,0.73333335,0.0,0.27272728,0.8888889,0.0,0.0,0.0,13.0,7.5,5.5,0.0,0.0,3.3927474,0.0,9.062143,1.281468,1.5333333
afulykh.eu,necurs,10.0,7.0,2.0,0.0,0.0,9.0,1.0,0.0,0.0,4.0,0.44444445,5.0,0.5555556,8.0,0.8888889,0.33333334,2.947703,3.0,2.807355,4.0,0.0,0.44444445,0.0,0.125,0.86419755,0.0,0.0,0.0,7.0,4.5,2.5,1.0,0.0,2.807355,0.0,6.76,1.3615242,1.8888888
ltgutecgmtabifntjw.kz,necurs,21.0,18.0,2.0,0.0,0.0,20.0,1.0,0.0,0.0,4.0,0.2,16.0,0.8,16.0,0.8,0.25,3.821928,4.2479277,4.169925,7.0,0.0,0.35,0.0,0.125,0.915,0.0,0.0,0.0,18.0,10.0,8.0,0.0,0.0,3.6143694,0.0,7.3510528,0.84248424,1.4
pjjcyhdeb.ac,necurs,12.0,9.0,2.0,0.0,0.0,11.0,1.0,0.0,0.0,2.0,0.18181819,9.0,0.8181818,9.0,0.8181818,0.54545456,3.0957952,3.321928,3.169925,7.0,0.0,0.6363636,0.0,0.22222222,0.87603307,0.0,0.0,0.0,9.0,5.5,3.5,0.0,0.0,2.947703,0.0,7.423,1.5784045,1.7272727
wogmjmgfes.cc,necurs,13.0,10.0,2.0,0.0,0.0,12.0,1.0,0.0,0.0,2.0,0.16666667,10.0,0.8333333,9.0,0.75,0.33333334,3.0849626,3.4594316,3.321928,6.0,0.0,0.5,0.0,0.33333334,0.875,0.0,0.0,0.0,10.0,6.0,4.0,1.0,0.0,2.9219282,0.0,8.759091,1.4006448,1.6666666
phapbuuxggd.de,necurs,14.0,11.0,2.0,0.0,0.0,13.0,1.0,0.0,0.0,4.0,0.30769232,9.0,0.6923077,9.0,0.6923077,0.3846154,3.085055,3.5849626,3.4594316,5.0,0.0,0.3846154,0.0,0.44444445,0.87573963,0.0,0.0,0.0,11.0,6.5,4.5,1.0,0.0,2.9139771,0.0,7.826667,1.4326495,1.6153846
aeeophraqbykkxqcxkakf.su,necurs,24.0,21.0,2.0,0.0,0.0,23.0,1.0,0.0,0.0,7.0,0.3043478,16.0,0.6956522,15.0,0.65217394,0.3478261,3.708132,4.4594316,4.3923173,10.0,0.0,0.4347826,0.0,0.33333334,0.91115314,0.0,0.0,0.0,21.0,11.5,9.5,0.0,0.0,3.4992275,0.0,9.402727,1.1985586,1.3478261
rwdpsfpm.net,necurs,12.0,8.0,2.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,0.09090909,10.0,0.90909094,10.0,0.90909094,0.27272728,3.2776134,3.321928,3.169925,9.0,0.0,0.8181818,0.0,0.1,0.892562,0.0,0.0,0.0,8.0,5.5,2.5,1.0,0.0,2.75,0.0,8.623,0.97828275,1.7272727
ltmvtaikandctiyug.xxx,necurs,21.0,17.0,2.0,0.0,0.0,20.0,1.0,0.0,0.0,5.0,0.25,15.0,0.75,14.0,0.7,0.2,3.6464393,4.1426644,4.169925,5.0,0.0,0.25,0.0,0.2857143,0.91,0.0,0.0,0.0,17.0,10.0,7.0,0.0,0.0,3.5724695,0.0,7.5652633,1.010691,1.4
dliiihcny.mu,necurs,12.0,9.0,2.0,0.0,0.0,11.0,1.0,0.0,0.0,4.0,0.36363637,7.0,0.6363636,9.0,0.8181818,0.18181819,3.0271692,3.121928,3.169925,5.0,0.0,0.45454547,0.0,0.11111111,0.8595041,0.0,0.0,0.0,9.0,5.5,3.5,0.0,0.0,2.6416042,0.0,9.288,1.107279,1.7272727
plkybtvvl.jp,necurs,12.0,9.0,2.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,11.0,1.0,8.0,0.72727275,0.09090909,2.9139771,3.321928,3.169925,11.0,0.0,1.0,0.0,0.375,0.8595041,0.0,0.0,0.0,9.0,5.5,3.5,1.0,0.0,2.7254806,0.0,9.382,1.8835175,1.7272727
ssfucthxgkqoakqjb.sh,necurs,20.0,17.0,2.0,0.0,0.0,19.0,1.0,0.0,0.0,3.0,0.15789473,16.0,0.84210527,14.0,0.7368421,0.21052632,3.6818807,4.058814,4.087463,7.0,0.0,0.36842105,0.0,0.2857143,0.9141274,0.0,0.0,0.0,17.0,9.5,7.5,0.0,0.0,3.7345216,0.0,8.535556,1.2912568,1.4210526
vwpcdxjpsjdqtgpwsxvek.su,necurs,24.0,21.0,2.0,0.0,0.0,23.0,1.0,0.0,0.0,2.0,0.08695652,21.0,0.9130435,14.0,0.6086956,0.17391305,3.6753109,4.4594316,4.3923173,19.0,0.0,0.82608694,0.0,0.5,0.91493386,0.0,0.0,0.0,21.0,11.5,9.5,0.0,0.0,3.5944657,0.0,9.740909,1.3651029,1.3478261
suvrpcxjnoytb.jp,necurs,16.0,13.0,2.0,0.0,0.0,15.0,1.0,0.0,0.0,2.0,0.13333334,13.0,0.8666667,13.0,0.8666667,0.13333334,3.640224,3.807355,3.7004397,7.0,0.0,0.46666667,0.0,0.15384616,0.91555554,0.0,0.0,0.0,13.0,7.5,5.5,1.0,0.0,3.7004397,0.0,9.590714,1.2295891,1.5333333
dflvfxcdbtyekxxxppm.ru,necurs,22.0,19.0,2.0,0.0,0.0,21.0,1.0,0.0,0.0,2.0,0.0952381,19.0,0.9047619,15.0,0.71428573,0.33333334,3.7256508,4.221928,4.2479277,11.0,0.0,0.52380955,0.0,0.26666668,0.91156465,0.0,0.0,0.0,19.0,10.5,8.5,1.0,0.0,3.5110855,0.0,9.4375,1.3394612,1.3809524
coacpmejuvtueeox.ga,necurs,19.0,16.0,2.0,0.0,0.0,18.0,1.0,0.0,0.0,9.0,0.5,9.0,0.5,12.0,0.6666667,0.3888889,3.4613202,4.087463,4.0,3.0,0.0,0.16666667,0.0,0.41666666,0.90123457,0.0,0.0,0.0,16.0,9.0,7.0,0.0,0.0,3.3278196,0.0,8.434706,0.91391927,1.4444444
vwsjtquloiyxns.jp,necurs,17.0,14.0,2.0,0.0,0.0,16.0,1.0,0.0,0.0,3.0,0.1875,13.0,0.8125,14.0,0.875,0.0,3.75,3.7735572,3.807355,6.0,0.0,0.375,0.0,0.14285715,0.921875,0.0,0.0,0.0,14.0,8.0,6.0,1.0,0.0,3.6644979,0.0,8.738,1.1836425,1.5
kvaaljupgy.biz,necurs,14.0,10.0,2.0,0.0,0.0,13.0,1.0,0.0,0.0,4.0,0.30769232,9.0,0.6923077,12.0,0.9230769,0.23076923,3.5465937,3.5849626,3.4594316,4.0,0.0,0.30769232,0.0,0.083333336,0.9112426,0.0,0.0,0.0,10.0,6.5,3.5,1.0,0.0,3.121928,0.0,8.896667,1.3643413,1.6153846
utwyepocnvqvqmp.la,necurs,18.0,15.0,2.0,0.0,0.0,17.0,1.0,0.0,0.0,4.0,0.23529412,13.0,0.7647059,14.0,0.8235294,0.1764706,3.7345216,3.875,3.9068906,9.0,0.0,0.5294118,0.0,0.21428572,0.9204152,0.0,0.0,0.0,15.0,8.5,6.5,0.0,0.0,3.5068905,0.0,7.80375,1.0993953,1.4705882
yniperirytilhxq.mx,necurs,18.0,15.0,2.0,0.0,0.0,17.0,1.0,0.0,0.0,4.0,0.23529412,13.0,0.7647059,12.0,0.7058824,0.05882353,3.4548223,4.0,3.9068906,6.0,0.0,0.3529412,0.0,0.33333334,0.899654,0.0,0.0,0.0,15.0,8.5,6.5,0.0,0.0,3.3232315,0.0,7.011875,1.1392457,1.4705882
anbvfproxushnnarcpgc.cx,necurs,23.0,20.0,2.0,0.0,0.0,22.0,1.0,0.0,0.0,4.0,0.18181819,18.0,0.8181818,14.0,0.6363636,0.3181818,3.6635327,4.3923173,4.321928,7.0,0.0,0.3181818,0.0,0.42857143,0.91322315,0.0,0.0,0.0,20.0,11.0,9.0,0.0,0.0,3.6841838,0.0,8.002857,0.9337413,1.3636364
siirsang.jp,necurs,11.0,8.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,3.0,0.3,7.0,0.7,8.0,0.8,0.1,2.9219282,3.169925,3.0,4.0,0.0,0.4,0.0,0.25,0.86,0.0,0.0,0.0,8.0,5.0,3.0,1.0,0.0,2.5,0.0,5.9666667,1.128674,1.8
qfgrlbhpj.eu,necurs,12.0,9.0,2.0,0.0,0.0,11.0,1.0,0.0,0.0,2.0,0.18181819,9.0,0.8181818,11.0,1.0,0.27272728,3.4594316,3.321928,3.169925,9.0,0.0,0.8181818,0.0,0.0,0.90909094,0.0,0.0,0.0,9.0,5.5,3.5,1.0,0.0,3.169925,0.0,9.402,1.4394321,1.7272727
axfdldtgsndfurecy.me,necurs,20.0,17.0,2.0,0.0,0.0,19.0,1.0,0.0,0.0,4.0,0.21052632,15.0,0.7894737,15.0,0.7894737,0.47368422,3.787144,4.169925,4.087463,11.0,0.0,0.57894737,0.0,0.2,0.9196676,0.0,0.0,0.0,17.0,9.5,7.5,1.0,0.0,3.6901164,0.0,7.463333,0.6825697,1.4210526
mwdukvjl.cx,necurs,11.0,8.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.1,9.0,0.9,10.0,1.0,0.2,3.321928,3.169925,3.0,6.0,0.0,0.6,0.0,0.0,0.9,0.0,0.0,0.0,8.0,5.0,3.0,0.0,0.0,3.0,0.0,10.0,1.7130598,1.8
ftxagbu.org,necurs,11.0,7.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,3.0,0.3,7.0,0.7,9.0,0.9,0.3,3.121928,3.169925,3.0,3.0,0.0,0.3,0.0,0.11111111,0.88,0.0,0.0,0.0,7.0,5.0,2.0,1.0,0.0,2.807355,0.0,7.8377776,1.366532,1.8
rtmmbsibkfu.us,necurs,14.0,11.0,2.0,0.0,0.0,13.0,1.0,0.0,0.0,3.0,0.23076923,10.0,0.7692308,9.0,0.6923077,0.23076923,3.085055,3.5849626,3.4594316,6.0,0.0,0.46153846,0.0,0.44444445,0.87573963,0.0,0.0,0.0,11.0,6.5,4.5,1.0,0.0,3.0957952,0.0,7.8983335,1.2660714,1.6153846
qgswrhs.me,necurs,10.0,7.0,2.0,0.0,0.0,9.0,1.0,0.0,0.0,1.0,0.11111111,8.0,0.8888889,8.0,0.8888889,0.11111111,2.947703,3.0,2.807355,8.0,0.0,0.8888889,0.0,0.125,0.86419755,0.0,0.0,0.0,7.0,4.5,2.5,1.0,0.0,2.5216405,0.0,9.10125,1.4148799,1.8888888
cbgxgmpmqnbxni.ms,necurs,17.0,14.0,2.0,0.0,0.0,16.0,1.0,0.0,0.0,1.0,0.0625,15.0,0.9375,10.0,0.625,0.1875,3.2028196,3.9068906,3.807355,13.0,0.0,0.8125,0.0,0.5,0.8828125,0.0,0.0,0.0,14.0,8.0,6.0,0.0,0.0,3.0930693,0.0,9.288,1.6175585,1.5
dewpbbkdai.cm,necurs,13.0,10.0,2.0,0.0,0.0,12.0,1.0,0.0,0.0,3.0,0.25,9.0,0.75,10.0,0.8333333,0.5833333,3.251629,3.4594316,3.321928,6.0,0.0,0.5,0.0,0.2,0.8888889,0.0,0.0,0.0,10.0,6.0,4.0,0.0,0.0,2.9219282,0.0,8.676364,1.2267463,1.6666666
lhoomik.me,necurs,10.0,7.0,2.0,0.0,0.0,9.0,1.0,0.0,0.0,4.0,0.44444445,5.0,0.5555556,7.0,0.7777778,0.11111111,2.7254806,3.0,2.807355,2.0,0.0,0.22222222,0.0,0.2857143,0.83950615,0.0,0.0,0.0,7.0,4.5,2.5,1.0,0.0,2.5216405,0.0,6.06,1.2343099,1.8888888
kghwshrhxeiob.mx,necurs,16.0,13.0,2.0,0.0,0.0,15.0,1.0,0.0,0.0,3.0,0.2,12.0,0.8,12.0,0.8,0.13333334,3.4565647,3.807355,3.7004397,9.0,0.0,0.6,0.0,0.16666667,0.8977778,0.0,0.0,0.0,13.0,7.5,5.5,0.0,0.0,3.3346791,0.0,9.052857,1.221139,1.5333333
usdygooeiscxdoyia.ac,necurs,20.0,17.0,2.0,0.0,0.0,19.0,1.0,0.0,0.0,9.0,0.47368422,10.0,0.5263158,11.0,0.57894737,0.36842105,3.3660913,4.169925,4.087463,4.0,0.0,0.21052632,0.0,0.6363636,0.89750695,0.0,0.0,0.0,17.0,9.5,7.5,0.0,0.0,3.3371754,0.0,8.282778,0.81991285,1.4210526
mdqjevesudffhpwovq.net,necurs,22.0,18.0,2.0,0.0,0.0,21.0,1.0,0.0,0.0,5.0,0.23809524,16.0,0.7619048,15.0,0.71428573,0.33333334,3.784942,4.321928,4.2479277,6.0,0.0,0.2857143,0.0,0.33333334,0.9206349,0.0,0.0,0.0,18.0,10.5,7.5,1.0,0.0,3.6143694,0.0,8.053,1.0430735,1.3809524
gcnxdel.sc,necurs,10.0,7.0,2.0,0.0,0.0,9.0,1.0,0.0,0.0,1.0,0.11111111,8.0,0.8888889,8.0,0.8888889,0.44444445,2.947703,3.0,2.807355,5.0,0.0,0.5555556,0.0,0.125,0.86419755,0.0,0.0,0.0,7.0,4.5,2.5,0.0,0.0,2.807355,0.0,8.2025,1.3095309,1.8888888
eknxqlaylgokhsaafsm.de,necurs,22.0,19.0,2.0,0.0,0.0,21.0,1.0,0.0,0.0,6.0,0.2857143,15.0,0.71428573,15.0,0.71428573,0.33333334,3.784942,4.321928,4.2479277,5.0,0.0,0.23809524,0.0,0.33333334,0.9206349,0.0,0.0,0.0,19.0,10.5,8.5,1.0,0.0,3.6818807,0.0,8.964,0.76002395,1.3809524
mkikoppkrhjguuul.jp,necurs,19.0,16.0,2.0,0.0,0.0,18.0,1.0,0.0,0.0,5.0,0.2777778,13.0,0.7222222,11.0,0.6111111,0.0,3.2663326,3.9698157,4.0,7.0,0.0,0.3888889,0.0,0.36363637,0.88271606,0.0,0.0,0.0,16.0,9.0,7.0,1.0,0.0,3.2806392,0.0,8.719412,1.4446934,1.4444444
qhvuhxktsjcoucuolusm.im,necurs,23.0,20.0,2.0,0.0,0.0,22.0,1.0,0.0,0.0,7.0,0.3181818,15.0,0.6818182,14.0,0.6363636,0.09090909,3.64125,4.3923173,4.321928,7.0,0.0,0.3181818,0.0,0.42857143,0.90909094,0.0,0.0,0.0,20.0,11.0,9.0,0.0,0.0,3.521928,0.0,8.208571,1.0629362,1.3636364
gkavausxbcwm.pw,necurs,15.0,12.0,2.0,0.0,0.0,14.0,1.0,0.0,0.0,3.0,0.21428572,11.0,0.78571427,12.0,0.85714287,0.2857143,3.5216405,3.7004397,3.5849626,8.0,0.0,0.5714286,0.0,0.16666667,0.90816325,0.0,0.0,0.0,12.0,7.0,5.0,0.0,0.0,3.4182959,0.0,9.173846,1.275507,1.5714285
sdyejmqx.nu,necurs,11.0,8.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,2.0,0.2,8.0,0.8,10.0,1.0,0.2,3.321928,3.169925,3.0,5.0,0.0,0.5,0.0,0.0,0.9,0.0,0.0,0.0,8.0,5.0,3.0,0.0,0.0,3.0,0.0,10.0,1.5388868,1.8
uaxtidbvunlrtydj.bz,necurs,19.0,16.0,2.0,0.0,0.0,18.0,1.0,0.0,0.0,4.0,0.22222222,14.0,0.7777778,14.0,0.7777778,0.2777778,3.7254806,4.087463,4.0,9.0,0.0,0.5,0.0,0.2857143,0.9197531,0.0,0.0,0.0,16.0,9.0,7.0,0.0,0.0,3.625,0.0,8.027647,1.0789064,1.4444444
eyhpvphammlemmuqguxl.so,necurs,23.0,20.0,2.0,0.0,0.0,22.0,1.0,0.0,0.0,6.0,0.27272728,16.0,0.72727275,14.0,0.6363636,0.13636364,3.64125,4.2970796,4.321928,6.0,0.0,0.27272728,0.0,0.42857143,0.90909094,0.0,0.0,0.0,20.0,11.0,9.0,0.0,0.0,3.4219282,0.0,8.435715,0.9903528,1.3636364
vxldtgd.net,necurs,11.0,7.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.1,9.0,0.9,8.0,0.8,0.3,2.9219282,3.169925,3.0,8.0,0.0,0.8,0.0,0.25,0.86,0.0,0.0,0.0,7.0,5.0,2.0,1.0,0.0,2.5216405,0.0,8.47,1.3462443,1.8
diltwqwjet.kz,necurs,13.0,10.0,2.0,0.0,0.0,12.0,1.0,0.0,0.0,2.0,0.16666667,10.0,0.8333333,10.0,0.8333333,0.16666667,3.251629,3.4594316,3.321928,6.0,0.0,0.5,0.0,0.2,0.8888889,0.0,0.0,0.0,10.0,6.0,4.0,0.0,0.0,2.9219282,0.0,7.69,1.5968863,1.6666666
ikuxckycxawg.kz,necurs,15.0,12.0,2.0,0.0,0.0,14.0,1.0,0.0,0.0,3.0,0.21428572,11.0,0.78571427,10.0,0.71428573,0.21428572,3.182006,3.7004397,3.5849626,6.0,0.0,0.42857143,0.0,0.3,0.877551,0.0,0.0,0.0,12.0,7.0,5.0,0.0,0.0,3.0849626,0.0,9.603077,1.8597758,1.5714285
ihjyqcxnvnctu.nf,necurs,16.0,13.0,2.0,0.0,0.0,15.0,1.0,0.0,0.0,2.0,0.13333334,13.0,0.8666667,12.0,0.8,0.2,3.4565647,3.807355,3.7004397,11.0,0.0,0.73333335,0.0,0.16666667,0.8977778,0.0,0.0,0.0,13.0,7.5,5.5,0.0,0.0,3.3927474,0.0,8.774285,1.3935312,1.5333333
ugpovbnknro.net,necurs,15.0,11.0,2.0,0.0,0.0,14.0,1.0,0.0,0.0,4.0,0.2857143,10.0,0.71428573,11.0,0.78571427,0.14285715,3.324863,3.7004397,3.5849626,6.0,0.0,0.42857143,0.0,0.18181819,0.8877551,0.0,0.0,0.0,11.0,7.0,4.0,1.0,0.0,3.0957952,0.0,7.2584615,0.9166667,1.5714285
soqvpakplfgbuluy.nf,necurs,19.0,16.0,2.0,0.0,0.0,18.0,1.0,0.0,0.0,4.0,0.22222222,14.0,0.7777778,14.0,0.7777778,0.22222222,3.7254806,4.087463,4.0,6.0,0.0,0.33333334,0.0,0.2857143,0.9197531,0.0,0.0,0.0,16.0,9.0,7.0,0.0,0.0,3.625,0.0,8.227647,1.0873109,1.4444444
yfjdvlsvhqcbejktqci.net,necurs,23.0,19.0,2.0,0.0,0.0,22.0,1.0,0.0,0.0,3.0,0.13636364,19.0,0.8636364,16.0,0.72727275,0.3181818,3.9139771,4.2970796,4.321928,12.0,0.0,0.54545456,0.0,0.375,0.92975205,0.0,0.0,0.0,19.0,11.0,8.0,1.0,0.0,3.826875,0.0,8.668096,1.060878,1.3636364
ujypkusuawpms.ac,necurs,16.0,13.0,2.0,0.0,0.0,15.0,1.0,0.0,0.0,5.0,0.33333334,10.0,0.6666667,10.0,0.6666667,0.2,3.189898,3.807355,3.7004397,4.0,0.0,0.26666668,0.0,0.4,0.88,0.0,0.0,0.0,13.0,7.5,5.5,0.0,0.0,3.0269868,0.0,8.677857,1.2868263,1.5333333
bfyhfuq.xxx,necurs,11.0,7.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.1,9.0,0.9,7.0,0.7,0.3,2.6464393,2.947703,3.0,5.0,0.0,0.5,0.0,0.2857143,0.82,0.0,0.0,0.0,7.0,5.0,2.0,0.0,0.0,2.5216405,0.0,9.434444,2.7416513,1.8
bgutwfytghp.pro,necurs,15.0,11.0,2.0,0.0,0.0,14.0,1.0,0.0,0.0,2.0,0.14285715,12.0,0.85714287,11.0,0.78571427,0.14285715,3.3787835,3.7004397,3.5849626,10.0,0.0,0.71428573,0.0,0.27272728,0.8979592,0.0,0.0,0.0,11.0,7.0,4.0,0.0,0.0,3.0957952,0.0,8.533077,1.1679481,1.5714285
taoouxiqlsbpdhh.org,necurs,19.0,15.0,2.0,0.0,0.0,18.0,1.0,0.0,0.0,6.0,0.33333334,12.0,0.6666667,15.0,0.8333333,0.16666667,3.7946534,4.087463,4.0,8.0,0.0,0.44444445,0.0,0.13333334,0.9197531,0.0,0.0,0.0,15.0,9.0,6.0,1.0,0.0,3.640224,0.0,8.344118,0.76267177,1.4444444
ekhscnk.net,necurs,11.0,7.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,2.0,0.2,8.0,0.8,7.0,0.7,0.3,2.7219281,3.169925,3.0,7.0,0.0,0.7,0.0,0.42857143,0.84,0.0,0.0,0.0,7.0,5.0,2.0,1.0,0.0,2.5216405,0.0,8.47,1.2178808,1.8
aywoxxnfsgccdovhom.pro,necurs,22.0,18.0,2.0,0.0,0.0,21.0,1.0,0.0,0.0,5.0,0.23809524,16.0,0.7619048,16.0,0.7619048,0.23809524,3.8208888,4.321928,4.2479277,9.0,0.0,0.42857143,0.0,0.1875,0.9160998,0.0,0.0,0.0,18.0,10.5,7.5,0.0,0.0,3.6835423,0.0,7.8305,0.8427501,1.3809524
gtvpblxupyrmlerkete.ru,necurs,22.0,19.0,2.0,0.0,0.0,21.0,1.0,0.0,0.0,5.0,0.23809524,16.0,0.7619048,13.0,0.61904764,0.1904762,3.5585186,4.221928,4.2479277,7.0,0.0,0.33333334,0.0,0.46153846,0.90702945,0.0,0.0,0.0,19.0,10.5,8.5,1.0,0.0,3.5766177,0.0,7.814,0.89395964,1.3809524
koukbalpbnsakansqbp.sx,necurs,22.0,19.0,2.0,0.0,0.0,21.0,1.0,0.0,0.0,5.0,0.23809524,16.0,0.7619048,11.0,0.52380955,0.2857143,3.2961483,4.221928,4.2479277,7.0,0.0,0.33333334,0.0,0.54545456,0.8888889,0.0,0.0,0.0,19.0,10.5,8.5,0.0,0.0,3.1813664,0.0,7.5185,1.2621081,1.3809524
xtjtegm.mx,necurs,10.0,7.0,2.0,0.0,0.0,9.0,1.0,0.0,0.0,1.0,0.11111111,8.0,0.8888889,6.0,0.6666667,0.11111111,2.5032582,3.0,2.807355,4.0,0.0,0.44444445,0.0,0.5,0.8148148,0.0,0.0,0.0,7.0,4.5,2.5,0.0,0.0,2.5216405,0.0,9.09125,2.0893464,1.8888888
lgpgrjmjynqckurhgx.cm,necurs,21.0,18.0,2.0,0.0,0.0,20.0,1.0,0.0,0.0,1.0,0.05,19.0,0.95,14.0,0.7,0.1,3.6841838,4.2479277,4.169925,13.0,0.0,0.65,0.0,0.35714287,0.915,0.0,0.0,0.0,18.0,10.0,8.0,0.0,0.0,3.6835423,0.0,9.407369,1.3091738,1.4
kbxghmboyjjgj.ug,necurs,16.0,13.0,2.0,0.0,0.0,15.0,1.0,0.0,0.0,2.0,0.13333334,13.0,0.8666667,10.0,0.6666667,0.13333334,3.1395721,3.807355,3.7004397,7.0,0.0,0.46666667,0.0,0.3,0.8711111,0.0,0.0,0.0,13.0,7.5,5.5,0.0,0.0,3.0269868,0.0,10.0,1.9554446,1.5333333
obeeltblldpxcpbb.la,necurs,19.0,16.0,2.0,0.0,0.0,18.0,1.0,0.0,0.0,4.0,0.22222222,14.0,0.7777778,10.0,0.5555556,0.5,3.0588138,3.9698157,4.0,13.0,0.0,0.7222222,0.0,0.4,0.8580247,0.0,0.0,0.0,16.0,9.0,7.0,0.0,0.0,2.9528196,0.0,7.59,1.2828985,1.4444444
fmmhemw.sh,necurs,10.0,7.0,2.0,0.0,0.0,9.0,1.0,0.0,0.0,1.0,0.11111111,8.0,0.8888889,6.0,0.6666667,0.22222222,2.4193819,3.0,2.807355,4.0,0.0,0.44444445,0.0,0.33333334,0.79012346,0.0,0.0,0.0,7.0,4.5,2.5,0.0,0.0,2.1280854,0.0,8.185,1.7374179,1.8888888
xechyxjcv.ga,necurs,12.0,9.0,2.0,0.0,0.0,11.0,1.0,0.0,0.0,2.0,0.18181819,9.0,0.8181818,9.0,0.8181818,0.36363637,3.0957952,3.321928,3.169925,8.0,0.0,0.72727275,0.0,0.22222222,0.87603307,0.0,0.0,0.0,9.0,5.5,3.5,0.0,0.0,2.7254806,0.0,8.795,1.8060591,1.7272727
fqmteramkegdacaluud.biz,necurs,23.0,19.0,2.0,0.0,0.0,22.0,1.0,0.0,0.0,8.0,0.36363637,14.0,0.6363636,16.0,0.72727275,0.45454547,3.879664,4.3923173,4.321928,4.0,0.0,0.18181819,0.0,0.3125,0.92561984,0.0,0.0,0.0,19.0,11.0,8.0,1.0,0.0,3.5766177,0.0,7.387619,0.7462713,1.3636364
egpqtyavvthnu.sc,necurs,16.0,13.0,2.0,0.0,0.0,15.0,1.0,0.0,0.0,3.0,0.2,12.0,0.8,13.0,0.8666667,0.2,3.640224,3.807355,3.7004397,5.0,0.0,0.33333334,0.0,0.15384616,0.91555554,0.0,0.0,0.0,13.0,7.5,5.5,0.0,0.0,3.3927474,0.0,8.558572,0.9669436,1.5333333
nnfibgtfiilbydkukdfb.la,necurs,23.0,20.0,2.0,0.0,0.0,22.0,1.0,0.0,0.0,5.0,0.22727273,17.0,0.77272725,12.0,0.54545456,0.4090909,3.4474015,4.2970796,4.321928,5.0,0.0,0.22727273,0.0,0.5833333,0.90082645,0.0,0.0,0.0,20.0,11.0,9.0,0.0,0.0,3.308695,0.0,8.495238,1.102071,1.3636364
uqalovqpcehwyqjxvo.ir,necurs,21.0,18.0,2.0,0.0,0.0,20.0,1.0,0.0,0.0,6.0,0.3,14.0,0.7,16.0,0.8,0.15,3.8841836,4.2479277,4.169925,7.0,0.0,0.35,0.0,0.1875,0.925,0.0,0.0,0.0,18.0,10.0,8.0,0.0,0.0,3.6835423,0.0,8.892105,1.219546,1.4
dnysrglilhxrbttcm.sc,necurs,20.0,17.0,2.0,0.0,0.0,19.0,1.0,0.0,0.0,1.0,0.05263158,18.0,0.94736844,14.0,0.7368421,0.21052632,3.7216117,4.169925,4.087463,11.0,0.0,0.57894737,0.0,0.35714287,0.9196676,0.0,0.0,0.0,17.0,9.5,7.5,0.0,0.0,3.7345216,0.0,8.936111,0.7044222,1.4210526
lesiasxceccjpssv.tw,necurs,19.0,16.0,2.0,0.0,0.0,18.0,1.0,0.0,0.0,4.0,0.22222222,14.0,0.7777778,12.0,0.6666667,0.33333334,3.350209,4.087463,4.0,9.0,0.0,0.5,0.0,0.25,0.88271606,0.0,0.0,0.0,16.0,9.0,7.0,0.0,0.0,3.0778196,0.0,6.6694117,0.9832798,1.4444444
jntmuubxtieeqvywvod.ga,necurs,22.0,19.0,2.0,0.0,0.0,21.0,1.0,0.0,0.0,7.0,0.33333334,14.0,0.6666667,17.0,0.8095238,0.23809524,4.011365,4.321928,4.2479277,5.0,0.0,0.23809524,0.0,0.23529412,0.93424034,0.0,0.0,0.0,19.0,10.5,8.5,0.0,0.0,3.826875,0.0,9.237,0.8235119,1.3809524
